Date,News
1395/04/22,پای لنگ خصوصی‌سازی در اطلاع‌رسانی
1395/04/21,ایران و کره جنوبی تفاهم‌نامه همکاری بورسی امضا کردند
1395/04/21,معرفی ظرفیت های بورس کالا برای جذب سرمایه گذاران خارجی
1395/04/21,نقدینگی برای ورود از بانک‌ها به بورس رغبتی ندارد
1395/04/21,تاثیرپذیری مثبت بورس از رفع تحریم‌ها
1395/04/21,شاخص بورس ۵۲ واحد رشد کرد
1395/04/20,جدایی بیمه عمر از غیر عمر در دستور کار قرار گرفت
1395/04/20,شاخص بورس به رشد ۴۷ واحدی بسنده کرد
1395/04/20,بازار سرمایه زمینه ساز توسعه یافتگی سایر بازارهاست
1395/04/20,چراغ سبز بورس برای عرضه سهام عدالت
1395/04/20,نهمین نمایشگاه بانک، بیمه و بورس افتتاح شد
1395/04/20,خصوصی‌سازی قطره‌چکانی در ۱۱۳ روز
1395/04/19,خودروسواری بورس در هفته‌ای که گذشت
1395/04/19,بزرگترین گردهمایی سالانه فعالان بورس از فردا برپا می‌شود
1395/04/19,افت ۳۳۲ واحدی شاخص بورس در اولین روز هفته
1395/04/19,عضویت ایران در فدراسیون بورس‌ها شرط کافی برای رونق بورس نیست
1395/04/19,پاسخ معاون سابق سازمان خصوصی سازی به یک ادعا
1395/04/19,آغاز پذیره‌نویسی نخستین صندوق سرمایه گذاری قابل معامله با درآمدثابت
1395/04/19,بورس روند اصلاحی خود را پشت سرگذاشته است
1395/04/18,« اوراق رهنی» برای رونق بازار مسکن کافی نیست
1395/04/18,رشد ۱۰۹ واحدی شاخص بورس در هفته ای که گذشت
1395/04/15,واگذاری ۱.۵ میلیارد سهم دولتی در بورس
1395/04/15,شاخص بورس ۱۰۱ واحد رشد کرد
1395/04/15,راهبرد مجلس دهم در توسعه صنعت پتروشیمی کشور
1395/04/14,سیاست‌های جدید افزایش تقاضای مسکن منجر به رونق تورمی می‌شود
1395/04/14,شاخص بورس ۱۱۶ واحد افت کرد
1395/04/14,دولت برای شکستن مقاومت‌ها در برابر خصوصی سازی راهکار ارائه دهد
1395/04/13,انتشار اوراق رهنی به بازار مسکن کشور رونق می‌دهد
1395/04/13,مذاکرات با بوئینگ و ایرباس ادامه دارد/ تعیین زمان تحویل هواپیماها دست بنده نیست
1395/04/13,جزئیات آخرین وضعیت توقف ۶ نماد بورسی اعلام شد
1395/04/13,بازگشت شاخص بورس به ارتفاع ۷۴ هزار واحد
1395/04/13,مدیران بانکی در نبرد سنگین اقتصادی با دشمن کارنامه درخشانی دارند
1395/04/13,عرضه روزانه ۸ هزار تن شکر در بورس کالا برای ایجاد تعادل در بازار
1395/04/13,درخواست آخوندی برای افزایش کمینه سرمایه بانک‌ها به ۱ میلیارد دلار
1395/04/13,انتشار ۱۰۰ هزار میلیارد ریال اوراق رهنی مسکن تا پایان سال
1395/04/13,انتشار اوراق رهنی مسکن با رعایت فرامین قرآن و اسلام صورت گرفته است
1395/04/13,حجم ۲۰ هزار میلیارد تومانی بازار صکوک/تحریک مسکن برای تحریک صنایع بورسی
1395/04/13,واگذاری ۱۴۱ هزار میلیارد ریال سهم دولتی از سال ۸۰ تاکنون
1395/04/13,رفتار هیجانی تازه واردها یکی از عوامل سقوط بورس است
1395/04/12,ساخت محصولات فلزی پربازده ترین صنعت بورس شد
1395/04/12,شاخص بورس ۲۵واحد رشد کرد
1395/04/12,چرایی عدم واکنش مثبت بورس به کاهش نرخ سود
1395/04/12,کارنامه ضعیف دولت یازدهم در اجرای اصل ۴۴ قانون اساسی
1395/04/12,رهن ثانویه دوای درد رکود مسکن نیست
1395/04/12,ششمین مرحله اسناد خزانه اسلامی دوشنبه راهی فرابورس می‌شود
1395/04/09,۵۰ شرکت فعال بورس در بهار معرفی شدند
1395/04/09,رشد ۲۹۶ واحدی شاخص بورس در هفته‌ای که گذشت
1395/04/09,واگذاری ۴ شرکت دولتی در هفته دوم تیرماه
1395/04/09,شاخص بورس ۲۴۹ واحد افت کرد
1395/04/09,بورس در معاملات خرداد تنها ۸ روز مثبت بود
1395/04/09,کاهش نرخ سود بانکی به رونق بورس کمک می‌کند
1395/04/08,۲۲ درصد معاملات سه ماه گذشته بورس در اختیار ۵ کارگزار
1395/04/08,تاثیر خروج انگلیس از اتحادیه اروپا بر بورس ایران
1395/04/08,شاخص بورس به ارتفاع ۷۴ هزار واحد بازگشت
1395/04/08,افت ۷۶۰۴ واحدی شاخص بورس در بهار امسال
1395/04/08,بی اعتنایی بورس ایران به خروج انگلیس از اتحادیه اروپا
1395/04/08,نیروگاه سلطانیه زنجان واگذار می‌شود
1395/04/06,افت شاخص بورس‌های عربی در پی خروج انگلیس از اتحادیه اروپا
1395/04/06,شاخص بورس ۷۱ واحد رشد کرد
1395/04/06,لزوم تغییر قانون برای ساماندهی سهام عدالت
1395/04/06,"آقای روحانی؛ لطفا دستور پیگیری ""مافیای سهام عدالت"" را صادر کنید"
1395/04/06,سهم ۳۵ درصدی خودرویی ها از معاملات هفته گذشته بورس
1395/04/06,افت ۵ درصدی شاخص بورس در خرداد
1395/04/05,"""نیمه پُر"""
1395/04/05,انتشار نخستین اوراق رهنی در بورس برای خروج مسکن از رکود
1395/04/05,رشد ۲۷ واحدی شاخص بورس در معاملات امروز
1395/04/05,عرضه اوراق سلف موازی استاندارد اوره با نرخ سود ۲۳ درصد در بورس کالا
1395/04/05,بدترین روز ۱۰ ماه اخیر وال استریت با خروج انگلیس از اتحادیه اروپا رقم خورد
1395/04/05,کاهش دستوری سود بانکی ناجی بورس نخواهد بود
1395/04/05,نقدینگی جدید در شرایط قرمز بورس وارد بازار سرمایه نمی‌شود
1395/04/05,برخی مسئولان از مفهوم خصوصی سازی بی اطلاع اند
1395/04/05,افت ۲۳۲ واحدی شاخص بورس در هفته‌ای که گذشت
1395/04/04,مافیا مانع تعیین تکلیف سهام عدالت شده است
1395/04/02,شاخص بورس ۸۴۵ واحد رشد کرد
1395/04/02,"""بورس امروز"" به جمع مطبوعات بورسی پیوست"
1395/04/02,تقسیم سود در مجامع شرکت‌ها علت ریزش روزهای اخیر بورس
1395/04/01,استقبال فعالان کشاورزی از اولین عرضه گواهی سپرده کالایی جو
1395/04/01,افت ۷ درصدی شاخص فرابورس ایران در خرداد امسال
1395/04/01,شاخص بورس مثبت شد
1395/04/01,تحلیل ترند آذربایجان از کاهش نرخ سود بانکی و تأثیر آن بر بورس ایران
1395/03/31,شاخص بورس ۴۱۲ واحد افت کرد
1395/03/31,معامله ۳۰۳ میلیون سهم دولتی قطعی شد
1395/03/31,شرایط درج و انجام معاملات در بازار پایه فرابورس تغییر کرد
1395/03/31,سقوط بورس روی موج بی فرهنگی
1395/03/30,کاهش ۸۷۸ واحدی شاخص بورس در معاملات امروز
1395/03/30,"بلوک ۷۳ درصدی ""ذوب"" روی دست دولت ماند"
1395/03/30,چهار عضو جدید شورای عالی بورس تعیین شدند
1395/03/30,"هر سهم ""'گوهران"" ۱۰۸ تومان کشف قیمت شد"
1395/03/30,انگیزه ای برای ورود نقدینگی از بانک‌ها به بورس وجود ندارد
1395/03/30,روش قیمت‌گذاری جایگاه‌های سوخت دولتی اصلاح شد
1395/03/29,افزایش ۴۳ درصدی ارزش معاملات بورس در هفته گذشته
1395/03/29,رشد ۲۹ واحدی شاخص بورس در معاملات امروز
1395/03/29,"وضعیت ""گوهران"" در آستانه عرضه اولیه تشریح شد"
1395/03/29,گرمازدگی بهاری بورس
1395/03/29,شرط تاثیرپذیری مثبت بورس از کاهش نرخ سود بانکی
1395/03/29,بلوک ۷۳ درصدی ذوب آهن اصفهان فردا در فرابورس عرضه می‌شود
1395/03/29,ضرر ۲.۶۳ درصدی سهامداران بورس در هفته‌ای که گذشت
1395/03/29,پنجمین عرضه اولیه امسال فرابورس، فردا انجام می شود
1395/03/28,کاهش نرخ سود بانکی به رونق بورس کمک می‌کند
1395/03/26,اطلاعات سهامداران بورس را به سازمان هدفمندی یارانه‌ها نمی‌دهیم
1395/03/26,عملکرد دولت ۶۰ میلیارد دلار سرمایه مردم را در بورس به باد داد
1395/03/26,عدم حمایت دولت از صنایع باعث تداوم افت بورس شده است
1395/03/26,شاخص بورس ۸۲ واحد افت کرد
1395/03/26,بورس جایگاه خودش را در سرمایه‌گذاری خارجی پیدا نکرده است
1395/03/26,۲ سناریوی شاخص بورس برای هفته های آینده
1395/03/25,جزئیات عرضه سهام سه زیر مجموعه بانک سپه در بازار سهام
1395/03/25,شاخص بورس به کانال ۷۳ هزار واحدی سقوط کرد
1395/03/25,برجام در سودآوری بنگاه‌ها تاثیری نگذاشته است
1395/03/24,افت ۱۱۷ واحدی شاخص بورس در معاملات امروز
1395/03/23,صدور ۲۱ کد سهامداری جدید برای خارجی‌ها در اردیبهشت
1395/03/23,شاخص بورس ۳۲ واحد دیگر افت کرد
1395/03/23,دلایل ریزش سنگین بورس/ نقدینگی انگیزه ای برای ورود به بورس ندارد
1395/03/23,آیا دولت اراده‌ای برای آزادسازی سهام عدالت ندارد؟
1395/03/22,حجم معاملات در بورس یک پنجم کاهش یافت
1395/03/22,سقوط ۱۰۲۶ واحدی شاخص بورس در معاملات امروز
1395/03/22,وضعیت قرمز بورس انعکاس واقعیت‌های اقتصادی کشور است
1395/03/22,افت ۲۰۸ واحدی شاخص بورس در هفته سوم خرداد
1395/03/19,"رشد ""یک واحدی"" شاخص بورس در معاملات امروز"
1395/03/19,کوچکترین سهامداران بازار سرمایه ایران معرفی شدند
1395/03/19,"هر سهم ""وهور"" ۱۷۸ تومان کشف قیمت شد"
1395/03/18,عقبگرد شاخص بورس به کانال ۷۵ هزار واحدی
1395/03/18,برجامِ بی فرجام ریسک‌پذیری معامله‌گران بورس را کاهش داد
1395/03/18,امضای لایحه آزادسازی سهام‌ عدالت توسط رئیس‌جمهور در سکوت خبری
1395/03/17,بزرگترین تامین مالی دولت در تاریخ بورس رقم خورد
1395/03/17,شاخص بورس ۳۱ واحد افت کرد
1395/03/17,"""وهور"" چهارشنبه این هفته عرضه اولیه می شود"
1395/03/16,بورس کالا، فساد در بخش پتروشیمی را از بین برده است
1395/03/16,۱۲۸ میلیارد تومان سهم دولتی تا نیمه خرداد واگذار شد
1395/03/16,بورس تهران کم بازده ترین بورس جهان شد
1395/03/16,شاخص بورس ۷۶ واحد افزایش یافت
1395/03/16,فعالیت ۹ کمیته تخصصی برای توسعه ابزارهای مالی اسلامی در عرصه بین الملل
1395/03/16,اسامی بزرگان تالار شیشه ای منتشر شد
1395/03/16,واگذاری‌های دولت امسال هم تمام نمی‌شود
1395/03/16,جزئیات عرضه بلوک ۷۳ درصدی ذوب آهن اعلام شد
1395/03/13,افت یک درصدی شاخص بورس در هفته دوم خرداد
1395/03/12,دو صنعت جدید آماده ورود به بورس تهران
1395/03/12,توازن معاملات حقوقی و حقیقی‌ها در معاملات بازار سرمایه
1395/03/12,شاخص بورس تا مرز ۷۵ هزار واحد عقب نشست
1395/03/12,"هر سهم ""ولملت"" ۱۰۶ تومان کشف قیمت شد"
1395/03/12,سهام وکالتی ۶ شرکت دولتی فروخته شد
1395/03/12,شرط دولت برای واگذاری واحدهای اقتصادی بزرگ/کشت‌وصنعت هفت‌تپه با شرایط قانونی به مزایده گذاشته شد
1395/03/11,معاملات سهام از مالیات ارزش افزوده معاف شد
1395/03/11,شاخص بورس ۲۸۷ واحد افت کرد
1395/03/11,روزهای قرمز بورس به ۲۳ رسید
1395/03/11,"عرضه اولیه ""ولملت"" چهارشنبه در بورس"
1395/03/10,شاخص بورس ۴۴ واحد رشد کرد
1395/03/10,نام ۲۰۱ شرکت دولتی آماده واگذاری در سال ۹۵
1395/03/10,ورود نقدینگی به شرکت‌های کوچک بورسی در اثر رکود اقتصادی
1395/03/10,۲۰۱ شرکت دولتی امسال به بخش خصوصی واگذار می شود
1395/03/10,سهام وکالتی ۱۱ شرکت دولتی فردا به مزایده گذاشته می‌شود
1395/03/09,تولید اصلی‌ترین محور اقتصاد مقاومتی
1395/03/09,پذیره نویسی شرکت اعتباری ثامن چهارشنبه در فرابورس
1395/03/09,شاخص بورس ۳۰۳ واحد افت کرد
1395/03/09,"مجلس دهم و مشکلی به نام ""رکود اقتصادی"""
1395/03/09,نقدینگی از بورس خارج نشده است
1395/03/09,"""واسپاری"" برای عرضه اولیه در بورس معارفه شد"
1395/03/08,افزایش قیمت صندوق های سرمایه گذاری قابل معامله در بورس
1395/03/08,شاخص بورس ۱۶۲ واحد افت کرد
1395/03/08,"""حپارسا"" ۱۲۷۰ تومان کشف قیمت شد"
1395/03/08,۲۴۶ میلیارد تومان سهم دولتی فردا به مزایده گذاشته می‌شود
1395/03/08,بورس بیش از برجام به خروج اقتصاد از رکود نیاز دارد
1395/03/07,رشد ۰.۵۸ درصدی شاخص بورس در هفته اول خرداد
1395/03/05,تغییر مقام سازمان بورس به علت تابعیت ۲گانه تکذیب شد
1395/03/05,رشد ۱۶۰ واحدی شاخص بورس در معاملات امروز
1395/03/05,سهام مخابرات را حفظ کنید/ قیمت فروش تلفن ثابت واقعی می‌شود
1395/03/05,"عرضه اولیه ""حپارسا"" هشتم خرداد در فرابورس"
1395/03/04,۶ کاستی یکپارچه‌سازی نظارت مالی در بازارهای مالی
1395/03/04,شاخص بورس ۷۸ واحد رشد کرد
1395/03/04,شرکت پست دوباره در لیست واگذاری‌ها قرار گرفت
1395/03/04,"هر سهم ""ثالوند"" ۲۲۰ تومان کشف قیمت شد"
1395/03/04,"راه اندازی خط تولید جامدات و افزایش تولید در ""دالبر"""
1395/03/04,رشد معاملات فرابورس در ۲ ماه ابتدایی بهار
1395/03/03,پیش نیازهای بازگشت رونق دوباره به بورس
1395/03/03,مشاوره متخصصان ایرانی به بورس اندونزی برای راه‌اندازی صندوق‌های ETF
1395/03/03,نرخ سود بانکی باید کمتر از ۱۰ درصد شود
1395/03/03,شاخص بورس به رشد ۱۶۵ واحدی بسنده کرد
1395/03/03,رشد مولفه‌های فرابورس در اردیبهشت امسال
1395/03/02,اخراج یک شرکت بورسی به فرابورس
1395/03/02,صنعت تامین سرمایه ایران ۲۰ هزار میلیاردی شد
1395/03/02,برجام تاکنون در سودآوری شرکت‌های بورسی اثری نداشته است
1395/03/02,قصه پر غصه اجاره مسکن در سایه ۲ طرح بانکی
1395/03/02,"عرضه اولیه ""ثالوند"" روز سه شنبه در فرابورس"
1395/03/02,یک پنجم معاملات دو ماه گذشته بورس در اختیار ۵ کارگزاری بود
1395/03/01,رشد ۳۵واحدی شاخص بورس در اولین روز خرداد
1395/03/01,عرضه سهام ۱۵ شرکت دولتی در سبد خرداد ماه
1395/02/31,اثرات برجام برای بورس قابل لمس نیست
1395/02/31,افت ۲.۵۷ درصدی شاخص بورس در اردیبهشت
1395/02/31,رشد ناچیز شاخص بورس در هفته پایانی دومین ماه بهار
1395/02/30,افزایش حجم و ارزش معاملات فرابورس در اردیبهشت
1395/02/30,متن کامل قانون بودجه ۹۵
1395/02/29,"معامله بلوک ۸۷.۰۸ درصدی ""حفارس"" پس از سه روز رقابت"
1395/02/29,شاخص بورس ۱۲۰ واحد رشد کرد
1395/02/28,شاخص بورس برای دومین روز پیاپی مثبت ماند
1395/02/28,شرکت سوئدی برای فعالیت در ایران افزایش سرمایه‌ می‌دهد
1395/02/27,شاخص بورس ۱۱۷ واحد رشد کرد
1395/02/27,توضیح خصوصی سازی در خصوص خروج نام ۲۵ شرکت از لیست واگذاریها
1395/02/27,"بلوک ۸۷.۰۸ درصدی ""حفارس"" امروز در بورس عرضه می شود"
1395/02/26,تامین مالی در حوزه انرژی مورد علاقه شرکتهای تامین سرمایه
1395/02/26,شاخص بورس ۲۷۵ واحد افت کرد
1395/02/25,دستورالعمل عرضه ذرت و جو در بورس کالا اعلام شد
1395/02/25,۲ شرکت دولتی منحل شد
1395/02/25,جزئیات آخرین وضعیت توقف ۶ نماد بورسی
1395/02/25,افت ۱۳ درصدی حجم معاملات بورس در هفته‌ای که گذشت
1395/02/25,شاخص بورس ۱۵۵ واحد رشد کرد
1395/02/25,"پای ""قاچاق"" زیر گلوی صنعت داروی کشور"
1395/02/24,هیجان رمز ریزش ۵ هزار واحدی شاخص از ابتدای امسال
1395/02/24,افت ۲۰۵۱ واحدی شاخص بورس در هفته‌ای که گذشت
1395/02/24,واگذاری ۱۹۰ میلیارد ریال سهم دولتی در بورس
1395/02/24,حضور پررنگ حقیقی‌ها در معاملات فروردین بورس
1395/02/22,سهام شرکت توسعه انرژی پاسارگاد در فرابورس عرضه می‌شود
1395/02/22,چشم‌انداز مبهم رونق اقتصادی بر بورس سایه انداخته است
1395/02/22,شاخص بورس به کانال ۷۵ هزار واحد عقب نشینی کرد
1395/02/21,تامین مالی از طریق بورس کالا روشی جذاب برای فولادسازان است
1395/02/21,ایجاد یک امکان جدید برای معامله‌گران بازار پایه فرابورس
1395/02/21,شاخص بورس به کانال ۷۶ هزار واحدی پا پس گذاشت
1395/02/21,نقدینگی برای ورود به بورس بهانه می‌خواهد
1395/02/21,فولادگر: تنها ۸.۷درصد سهام بورس ایران دست مردم است
1395/02/20,صدور ۲۲ هزار کد سهامداری جدید در فروردین امسال
1395/02/20,"کاهش نرخ سود بانکی، ""درد"" یا ""درمان"" اقتصاد کشور"
1395/02/20,شاخص بورس بعد از ۸ روز مثبت شد
1395/02/19,مخالفت‌ها با خصوصی سازی شرکت‌های دولتی به دلیل منافع شخصی است
1395/02/19,شاخص بورس ۳۷۸ واحد دیگر افت کرد
1395/02/19,افزایش ۱۶ درصدی حجم معاملات بورس در هفته‌ای که گذشت
1395/02/19,"هر سهم ""چکاپا"" ۱۵۰ تومان کشف قیمت شد"
1395/02/19,سقوط هیجانی شاخص بورس با افت نمادهای خودرویی
1395/02/18,کمک بورس کالا به صنف آهن برای خروج از رکود
1395/02/18,عقبگرد شاخص بورس به ارتفاع ۷۷هزار واحدی
1395/02/18,جزئیات آخرین وضعیت توقف ۵ نماد بورسی
1395/02/18,اصلاح شاخص به پایان رسیده/ بورس برای بازگشت به رونق بهانه می‌خواهد
1395/02/18,عرضه اولیه یک سهم کاغذی فردا در فرابورس
1395/02/17,"واگذاری سرخابی‌ها، از ""اقدام و عمل"" تا بهره‌برداری انتخاباتی"
1395/02/17,سهم ۴۰ درصدی محصولات شیمیایی از معاملات هفته گذشته فرابورس
1395/02/17,افت ۰.۴۷ درصدی شاخص بورس در هفته‌ای که گذشت
1395/02/15,افت ۱۰ واحدی شاخص بورس در معاملات امروز
1395/02/15,بورس دچار کم تحرکی نقدینگی شده است
1395/02/13,افت ۹۹ واحدی شاخص بورس
1395/02/13,گرانی، سوغات برجام برای صنعت خودروی کشور
1395/02/12,بورس هنوز چشم انتظار خبر خوش رفع تحریم‌هاست
1395/02/12,ادامه نوسان شاخص بورس در ارتفاع ۷۸ هزار واحد
1395/02/11,تصویب بخش دیگری از فهرست شرکتهای قابل واگذاری در هیات واگذاری
1395/02/11,ادامه خودروسواری بورس
1395/02/11,شرایط عدم واگذاری شرکتهای مشمول واگذاری اعلام شد
1395/02/11,شاخص بورس ۹ واحد رشد کرد
1395/02/10,رشد ناچیز ۱۳۶ واحدی شاخص بورس در هفته گذشته
1395/02/10,امیدی به برجام نیست/معامله گران بورس در انتظار خبر خاص
1395/02/08,شاخص بورس به رشد ناچیز ۱۰ واحدی بسنده کرد
1395/02/08,خانه‌دار شدن ۶۲۵ هزار نفر از طریق خرید اوراق در ۵ سال گذشته
1395/02/07,نشست علمی بازار سرمایه اسلامی در تهران برگزار می‌شود
1395/02/07,شاخص بورس ۲۹۳ واحد افت کرد
1395/02/07,آغاز فرآیند انتقال تسویه و پایاپای معاملات بورس کالا به سپرده گذاری مرکزی
1395/02/07,صدور بیش از ۱۰ میلیون برگه گواهینامه غیرکاغذی در بورس
1395/02/07,مشکلات خصوصی‌سازی را باید در بدنه وزارت اقتصاد جستجو کرد/رئیس جمهور وزرای متخلف را عوض کند
1395/02/06,انتشار اوراق سلف در بورس کالا به سود خودروسازان و خریداران است
1395/02/06,دلیل کاهش عرضه های خصوصی سازی در فرابورس
1395/02/06,شاخص بورس ۲۴۰ واحد دیگر رشد کرد
1395/02/06,جزئیات پذیره نویسی نخستین صکوک اجاره دولت در فرابورس اعلام شد
1395/02/05,واگذاری ۱۰۹ میلیارد ریال سهم دولتی
1395/02/05,شاخص بورس ۱۶۶ واحد رشد کرد
1395/02/05,"""بورس"" بازوی تحقق اقتصاد مقاومتی"
1395/02/05,هیات وزیران را از واگذاری سرخابی‌ها ترساندند
1395/02/04,شاخص بورس مثبت شد
1395/02/04,بورس بیش از برجام به تحقق شعار اقتصاد مقاومتی نیاز دارد
1395/02/04,افت ۳.۲ درصدی آیفکس در فروردین امسال
1395/02/03,یک ماه دیگر گذشت؛ خبری از لایحه آزادسازی سهام عدالت نشد
1395/02/03,افت ۱.۶۶ درصدی شاخص در دومین هفته پیاپی منفی بورس
1395/02/03,افزایش ۲ برابری فروش اوراق قرضه در بورس تهران طی امسال
1395/02/02,۲۰ درصد ارزش معاملات فروردین بورس در اختیار ۵ کارگزاری
1395/02/01,افت ۲.۲۳ درصدی شاخص بورس در فروردین
1395/02/01,شاخص بورس ۱۶۱ واحد دیگر افت کرد
1395/02/01,بورس در حال پوست اندازی از لیدری خودرویی‌هاست
1395/02/01,معامله ۲ پتروشیمی دولتی در فرابورس قطعی شد
1395/01/31,شاخص بورس ۴ واحد افت کرد
1395/01/31,همراه اول بابت هر سهم ۶۰۲ تومان سود تقسیم کرد
1395/01/31,طرح ترابردپذیری مشکلات فنی دارد/ تقاضای یک سال تنفس از رگولاتوری
1395/01/31,جایگاه همراه اول در خاورمیانه تشریح شد/رونمایی از تعداد سایت‌های ۳G و ۴G
1395/01/30,شاخص بورس سرانجام مثبت شد
1395/01/30,ذرت و جو کل کشور در سال ٩٥ در بورس کالای ایران عرضه می‌شود
1395/01/30,خوش‌بینی مفرط به برجام و منفعت‌طلبی برخی گروه‌ها عوامل مهم سقوط بورس است
1395/01/30,شکست نشست دوحه ارزش شاخص‌های آسیایی را کاهش داد
1395/01/29,سقوط بورس در یازدهمین روز پیاپی/شاخص ۴۶۸ واحد دیگر افتاد
1395/01/29,سایه برجامِ نافرجام بر بورس تهران
1395/01/29,جولان خودرویی‌ها در بورس تهران
1395/01/28,دلایل افت ۱۰روزه شاخص بورس/ این بار هم پای برجام در میان است
1395/01/28,سیلاب بهاری در بورس/سقوط آزاد شاخص با افت ۱۶۰۲ واحدی رقم خورد
1395/01/28,تشکیل صف های فروش کم سابقه در معاملات بورس تهران
1395/01/27,"مقاومت در برابر خصوصی سازی از ""واقعیت"" تا ""بهانه"""
1395/01/27,افت ۱۱۶۴ واحدی شاخص در هفته منفی بورس
1395/01/27,ورود بورس به فاز استراحت طبیعی است
1395/01/27,رشد ۷۶ درصدی ارزش معاملات فرابورس در هفته گذشته
1395/01/26,۹۲، سال رونق واگذاری‌های دولت
1395/01/25,واریز ۱۷ هزار میلیارد تومان بابت اقساط سهام عدالت به خزانه
1395/01/25,واگذاری ۲۸ هزار میلیارد تومان سهم دولتی بابت رددیون دولت
1395/01/25,سقوط شاخص بورس به کانال ۷۰هزار واحدی
1395/01/25,اقتصاد ایران نیازمند راه اندازی معاملات آتی ارز در پساتحریم
1395/01/25,۶۹ هزار میلیارد تومان، ارزش روز پرتفوی سهام عدالت
1395/01/25,تاثیر روانی اخبار در افت‌وخیز شاخص/افت بورس تحت تاثیر اصلاح شاخص خودرویی‌هاست
1395/01/24,رشد ۸۵ درصدی صدور کد سهامداران خارجی در سال ۹۴
1395/01/24,"""بورس"" رتبه اول واگذاری دولتها در ۱۵ سال گذشته"
1395/01/24,شاخص بورس ۱۵۳ واحد دیگر افت کرد
1395/01/24,سود ۱۸هزار میلیارد تومانی سهام عدالت در جیب دولت
1395/01/24,واگذاری ۱۴۰ هزار میلیارد تومان سهم دولتی در ۱۵ سال گذشته
1395/01/24,۴ عامل افت پیاپی این روزهای شاخص بورس
1395/01/23,افت ۱۸ واحدی شاخص بورس
1395/01/23,شرکت‌‌های دولتی با حمایت برخی وزرا از لیست خصوصی‌سازی خارج می‌شوند
1395/01/23,پوری‌حسینی افشاگری کرد/ مقاومت برخی وزرا مقابل خصوصی‌سازی از ترس به‌خطرافتادن منافعشان/ لازم باشد اسم می‌برم
1395/01/22,وجوه واگذاری باقی‌مانده سهام دولت در بانک‌ها به افزایش سرمایه اختصاص می‌یابد
1395/01/22,اختصاص وجوه حاصل از واگذاری سهام دولت به افزایش سرمایه بانکهای دولتی
1395/01/22,ورود ۸۴۴ هزار سهامدار جدید به بورس در سال ۹۴
1395/01/22,افت شاخص بورس در سومین روز پیاپی
1395/01/22,واگذاری ۲۹.۶ هزار میلیارد ریال سهم دولتی در سال گذشته
1395/01/22,لایحه آزادسازی سهام عدالت منتظر امضای روحانی
1395/01/22,نگاه کوتاه‌مدت سودمحور به بورس آفت است
1395/01/21,جزئیات آخرین وضعیت توقف ۱۶ نماد بورسی
1395/01/21,تغییر روش دو شرکت دولتی در اولین جلسه امسال هیات واگذاری
1395/01/21,شاخص بورس ۹۸ واحد افت کرد
1395/01/21,۳۸ درصد معاملات هفته گذشته بورس در اختیار خودرویی‌ها
1395/01/21,مجمع عمومی عادی سالیانه همراه اول ۳۱ فروردین برگزار می‌شود
1395/01/20,بورس گزینه اصلی جذب نقدینگی در سال ۹۵ است
1395/01/20,معمای تداوم ارز چند نرخی در اقتصاد نفتی
1395/01/20,اولین افت هفتگی شاخص بورس در سال ۹۵ رقم خورد
1395/01/20,نخستین جلسه هیات واگذاری در سال جدید فردا برگزار می‌شود
1395/01/20,برنامه تامین مالی امسال یک خودروساز داخلی در بورس
1395/01/19,آزادسازی قیمت آب‌وبرق شرط پایان خصوصی‌سازی
1395/01/18,قرائت گزارش تفحص از سهام عدالت پس از بررسی لایحه بودجه در مجلس
1395/01/18,بلاتکلیفی سهامداران بورس و معامله در سایه ۷ ابهام
1395/01/18,شاخص بورس ۲۱۳ واحد افت کرد
1395/01/18,انتشار رتبه‌بندی شرکت‌های بورسی از نظر کیفیت اطلاع‌رسانی
1395/01/18,باقی ماندن ۱۰۰ هزار میلیارد تومان سهم روی دست دولت
1395/01/17,شرایط ثبت و نگهداری سوابق معاملات اوراق بهادار مشخص شد
1395/01/17,شاخص بورس مثبت ماند
1395/01/17,پنج اولویت مهم سمات در سال ۹۵ تشریح شد
1395/01/17,نام سازمان بورس در لیست اعضای آیسکو ثبت شد
1395/01/17,ظهور اثرات اقتصاد مقاومتی در بورس به شرط حمایت دولت از تولید داخل
1395/01/17,آزادسازی قطعی سهام عدالت تا پایان سال ۹۵
1395/01/16,ناکامی دولت در اولین واگذاری سال ۹۵
1395/01/16,شاخص بورس ۱۹ واحد رشد کرد
1395/01/16,"خروج ""هما"" از سهام عدالت برای ورود به بورس"
1395/01/15,۴۰درصد سهام هواپیمایی هما از توزیع سهام عدالت خارج شد/ ۵۳ داروی بیماران خاص و سرطانی تحت پوشش بیمه
1395/01/15,شاخص بورس ۶۸۴ واحد افت کرد
1395/01/15,پیش بینی تعادل و ثبات در معاملات بورس ۹۵
1395/01/15,۳۴ درصد حجم معاملات نوروزی بورس در اختیار خودرویی‌ها
1395/01/15,بلوک ۶۰ درصدی پالایش نفت کرمانشاه روی میز فرابورس می‌رود
1395/01/14,توسعه بازار صکوک، ابزار بورس در تحقق شعار امسال
1395/01/14,سهم ۵۳ درصدی حقوقی ها از معاملات بورس ۹۴
1395/01/14,"""نو"" روزِ بورس"
1395/01/14,شاخص بورس ۵۶ واحد رشد کرد
1395/01/14,پیش بینی ادامه رونق بورس با حاکم بودن شرایط رکودی بر سایر بازارها
1395/01/14,افت ۱.۷ درصدی آیفکس در اسفند ۹۴
