Date,News,Label
1402/05/01,نامه رئیس کمیسیون اقتصادی مجلس به قالیباف درباره نرخ خوراک پتروشیمی گزارش روزانه بورس ۱ مرداد/ پالایشی ها شاخص کل را منفی کردند انتشار اطلاعیه‌های خودسرانه مصداق بازی با اعتماد سهامداران است عدم اعمال حجم مبنا برای سه نماد بازار پایه از دوشنبه,0
1402/05/02,اعلام روش‌های کلاهبرداری به بهانه سهام عدالت/ لزوم هوشیاری مردم گزارش روزانه بورس ۲ مرداد/ رشد ۲۱ هزار واحدی شاخص کل پیشنهاد الزامی شدن تجدید ارزیابی تمام طبقات دارایی‌ها برای شرکت‌های بورسی ۲۰ میلیون نفر؛ آمار جاماندگان سهام عدالت شروع سبز بورس به‌زور اخبار تأییدنشده/ دود تأیید و تکذیب‌های مکرر به چشم سهامداران می‌رود بروزرسانی نیازهای اطلاعاتی سهامداران بعد از ۱۴ سال/ الزام انعکاس آثار قیمت‌گذاری دستوری در گزارش شرکت‌ها,1
1402/05/03,سهم بورس در تامین مالی اقتصاد به ۱۱ درصد کاهش یافت گزارش روزانه بورس ۳ مرداد/ شاخص کل کانال ۲ میلیونی را پس گرفت گزارش تفسیری مدیریت، عنصر مهم اطلاع‌رسانی و متمم صورت‌های مالی شرکت‌ها,1
1402/05/04,لزوم تامین منافع سرمایه‌گذاران بازار سرمایه در برنامه هفتم توسعه گزارش روزانه بورس ۳ مرداد/ بند بازی شاخص کل با کانال ۲ میلیون واحدی رد پیشنهاد وزارت اقتصاد در خصوص نرخ خوراک صنایع در کمیسیون اقتصادی دولت مجلس تعیین نرخ خوراک پتروشیمی را به دولت واگذار کرد,0
1402/05/07,عرضه اوراق در سال ۱۴۰۲ کلید خورد/ انتشار ۳۵ هزار میلیارد تومان اوراق توسط دولت در مرداد + جدول گزارش روزانه بورس ۷ مرداد/ افت ۳۷۰۰ واحدی شاخص کل ادامه روند صعودی سود بین بانکی/ نرخ سود ۲۳.۵۵ درصد شد تقویت آگاهی سهامداران با الزام شرکت‌ها به انتشار گزارش تفسیری,0
1402/05/08,دستور رئیسی به وزیر اقتصاد برای ایجاد شفافیت و اطلاع‌رسانی اقدامات دولت در بورس تصمیم جدید ۳ وزارتخانه درپی ماموریت رئیس جمهور /عرضه‌ کالاها به «بورس کالا» برمی‌گردد خبر توقف فعالیت بورس کالا تکذیب شد برگزاری مجامع شرکت‌های استانی سهام عدالت بعد از ابلاغ مصوبه شورای عالی بورس گزارش روزانه بورس ۸ مرداد/ ریزش ۲۹ هزار واحدی شاخص کل,0
1402/05/09,جزئیات دستور رئیس جمهور برای حمایت از صنایع بورسی حقوقی نماد خساپا تذکر انضباطی گرفت گزارش روزانه بورس ۹ مرداد/ بورس سبز پوش شد آخرین تحولات شاخص های بخش صنعت در خرداد ۱۴۰۲/ سیاست تثبیت عامل افزایش شاخص تولید برطرف‌شدن مانع مهم بازگشایی نماد شرکت‌های استانی سهام عدالت/ موج جدید عرضه‌ها در بورس از راه می‌رسد؟ معیارهای جدید انتخاب ناشران برتر در سازمان بورس/اسفند ماه؛ سال مالی نصف ناشران بورسی امیر مهدی صبائی، سخنگوی سازمان بورس شد,1
1402/05/10,گزارش روزانه بورس ۱۰ مرداد/ احیای نصفه و نیمه بورس فعالیت بازار سرمایه در روز چهارشنبه در دست بررسی است,1
1402/05/14,افت ۲ درصدی ارزش صندوق‌های طلا هم‌زمان با کاهش قیمت ارز در بازار,1
1402/05/15,درز اطلاعات محرمانه معاملات بورس/اخراج متخلفان با ورود سازمان بورس گزارش روزانه بورس ۱۵ مرداد/ رشد شاخص کل در روز نزول شاخص هم وزن,1
1402/05/16,گزارش روزانه بورس ۱۶ مرداد/ رشد ۱۱ هزار واحدی شاخص کل شناسایی ۴۰ کد مظنون به رفتار مشکوک در معاملات ۱۷ و ۱۸ اردیبهشت/ معرفی متخلفان به دادستانی,1
1402/05/17,عضو ناظر شورای عالی بورس: مصوبه نرخ خوراک باطل اعلام شد گزارش روزانه بورس ۱۷ مرداد/ شاخص ۱۳هزار واحد افت کرد ۴۲۰ دسترسی بر خط مسدود و برای ۵ کارگزاری پرونده تخلفاتی تشکیل شد,0
1402/05/18,"عرضه اولیه ""بمولد"" در راه فرابورس",0
1402/05/21,واریز ۱۰۰۰ میلیارد تومان سود برای ۲ میلیون سهامدار توسط سمات گزارش روزانه بورس ۲۱ مرداد/ سقوط ۴۷ هزار واحدی شاخص کل نرخ سود بین بانکی ۲۳.۵ درصد شد+جدول شاخص کل در آستانه از دست دادن کانال ۲ میلیونی/ ریزش ۳۰ هزار واحدی در نیمه اول بازار,0
1402/05/22,گزارش روزانه بورس ۲۲ مرداد/ درجازدن شاخص کل در روز رشد پالایشی‌ها تامین مالی ۲ میلیارد یورویی از طریق بازار سرمایه/چشم انداز بورس مثبت است افت دلار، عامل کاهش شاخص بورس/ هیجان افت دلار زودگذر است,0
1402/05/23,رای مهم دیوان عدالت اداری در خصوص عوارض صادراتی شرکت‌های بورسی سهیم کردن مردم در اقتصاد هسته ای با استفاده از ساز و کار بورس گزارش روزانه بورس۲۳ مرداد/ تعدیل بازار پس از روزهای منفی,1
1402/05/24,احتمال دو مرحله‌ای شدن پرداخت سود سهام عدالت,0
1402/05/25,گزارش روزانه بورس ۲۵ مرداد/ کاهش چشم گیر ارزش معاملات در روز کم رمق بورس,0
1402/05/28,گزارش روزانه بورس ۲۸ مرداد/ شاخص کل باز هم ریخت,0
1402/05/29,سرمایه‌گذاری مردم در بازار سرمایه ۱۸ برابر شد ثبت نام جدید برای سهام عدالت فعلا منتفی است واریز ۳۰ هزار میلیارد تومان سود در ۵ ماه به حساب سهامداران از طریق سجام پیش‌بینی‌پذیر بودن اقتصاد، اصل مهم برای بازار سرمایه است,0
1402/05/30,گزارش روزانه بورس ۳۰ مرداد/ رشدی ۲۴۰۰ واحدی شاخص در معاملات امروز,1
1402/05/31,گزارش روزانه بورس ۳۱ مرداد/ کاهش ۱۸ هزار واحدی شاخص در معاملات امروز,0
1402/06/01,گزارش روزانه بورس ۱ شهریور/ صعود در دقایق پایانی,1
1402/06/04,گزارش روزانه بورس ۴ شهریور/ روزهای صعودی بورس فرا رسید؟ ادامه روند صعودی نرخ سود بین‌بانکی + جدول,1
1402/06/05,گزارش روزانه ۵ شهریور/صعود پر قدرت بورس با سیگنال های وزیر اقتصاد هشدار درباره کلاه‌برداری به نام سود سهام عدالت,1
1402/06/06,نرخ خوراک تا پایان برنامه هفتم به فرمول برگشت کمیته‌ ویژه واگذاری سهام خودروسازان تشکیل شد گزارش روزانه ۶ شهریور/ بورس همچنان می تازد معامله ۵.۲ همتی بازار مالی بورس کالا در مرداد بورس، چهارشنبه این هفته عرضه اولیه دارد,1
1402/06/07,خبر خوش وزیر اقتصاد/ ۵میلیون نفر جامانده سهام عدالت می‌گیرند + فیلم صندوق بازنشستگی تکمیلی فردا رونمایی می‌شود,1
1402/06/08,صندوق‌های بازنشستگی تکمیلی، ابزاری مناسب برای سرمایه‌گذاری بلندمدت,1
1402/06/11,افزایش جذابیت سرمایه‌گذاری در صنعت پتروشیمی با بازگشت نرخ خوراک به فرمول افزایش وابستگی بودجه به نفت با دست و دلبازی در معافیت‌ مالیاتی به اسم افزایش سرمایه جزئیات مصوبه دولت در خصوص نرخ خوراک پتروشیمی‌ها/ حداقل قیمت خوراک ۵ هزار تومان شد,1
1402/06/12,رشد ۶ هزار واحدی شاخص بورس در معاملات امروز تعیین نرخ خوراک بر اساس فرمول موجب پیش‌بینی پذیر‌تر شدن اقتصاد می‌شود رمزگشایی خاندوزی از ماجرای رفت و برگشت به فرمول خوراک پتروشیمی ظرف یکسال/ دنبال توزیع رانت نیستیم! پتانسیل صندوق‌های بازنشستگی تکمیلی در اشتغالزایی و خصوصی سازی,1
1402/06/13,چرا نرخ پایه محصولات پتروشیمی ۳۷۵۰۰ شد؟ / بانک مرکزی: ۲۸۵۰۰ کالاهای اساسی و سیاست تثبیت ادامه دارد رشد ۲۴ هزار و ۴۹۵ واحدی شاخص بورس در معاملات امروز مکاتبه فرزین با وزیر نفت با موضوع نرخ تسعیر ارز در بورس کالا اختصاصی/ تثبیت نرخ ۲۸۵۰۰ تومانی ارز محاسباتی برخی اقلام در بورس کالا پیشنهاد اختصاص سهام دولت در شرکت‌های بورسی به جاماندگان سهام عدالت اختصاصی/ دستور وزیر اقتصاد به گمرک برای وصول مالیات ۲ درصدی از صادرات فولاد و پتروشیمی + سند وزارت اقتصاد: فرمول نرخ خوراک پتروشیمی‌ها موجب سودآوری ۲۳ درصد بازار سرمایه می‌شود تاثیر مثبت بازگشت نرخ خوراک به فرمول، بر سودآوری گروه‌های پتروشیمی و متانولی,1
1402/06/18,گزارش روزانه بورس ۱۸ شهریور/ چرا روند صعودی شاخص ادامه دار نشد؟ واکاوی تبعات تورمی ابلاغیه تغییر نرخ ارز مبنای محاسبه قیمت محصولات پتروشیمی تخصیص سهام عدالت به جاماندگان بعد از تایید هیئت دولت,0
1402/06/19,گزارش روزانه بورس ۱۹ شهریور/ کاهش ارزش معاملات در روز کم رمق بورس تکرار تجربه تلخ افزایش قیمت ارز در بورس بعد از ۵ سال/ زمینه دلاریزه شدن اقتصاد ایران از کجا کلید خورد؟ چشم انداز بازار سرمایه در نیمه دوم سال اختصاصی|سازوکار جبران کاهش درآمد پتروشیمی‌ها بعد از افزایش نرخ خوراک/ احتمال خوراک ۸هزارتومانی در فصل زمستان,0
1402/06/20,نرخ پایه فرآورده‌های نفتی هم ۳۷۵۰۰ تومان شد انتقاد تعاونی‌های تامین بار صنایع پایین دستی پتروشیمی از مصوبه افزایش قیمت پایه فراخوان تاسیس بورس بین‌الملل منتشر شد,0
1402/06/21,پشت پرده تصمیم دولت برای تغییر نرخ ارز مبنا در بورس کالا چه بود؟ گزارش روزانه بورس ۲۱ شهریور/ رشد ۴۶۰۰ واحدی شاخص در معاملات امروز,1
1402/06/22,اعلام دلیل عدم تایید معاملات بازار سرمایه در پایان روز ابطال گزارش روزانه بورس ۲۲ شهریور/ شاخص بورس به ۲ میلیون و ۱۲۶ هزار واحد رسید عقب نشینی های تورم زای دولت هم به کمک بورس نیامد,0
1402/06/26,گزارش روزانه بورس ۲۶ شهریور/ درخشش پالایشی ها به کمک افزایش قیمت نفت رکورد جدید نرخ سود بین بانکی/ نرخ سود وارد کانال ۲۳.۶ درصدی شد+جدول,1
1402/06/27,گزارش روزانه بورس ۲۷ شهریور/ کاهشی شدن شاخص کل با چاشنی کاهش نرخ ارز,0
1402/06/28,گزارش روزانه بورس ۲۸ شهریور/ فعلا خبری در بورس نیست,0
1402/06/29,گزارش روزانه بورس ۲۹ شهریور/ کاهش ارزش معاملات هر روز بیشتر از دیروز,0
1402/07/01,گزارش روزانه بورس ۱ مهر/ سبزپوشی گروه قطعاتی در روز کم رمق بورس عرضه فولاد و سیمان فرصتی برای رانت و فساد در بورس کالا است حاجی دلیگانی: از ایده حاکمیتی بذرپاش، برای خروج سیمان و فولاد از بورس حمایت می‌کنیم فولاد و سیمان را از بورس خارج کنید تا قفل مسکن باز شود نهضت ملی مسکن، گروگان قیمت‌سازی سیمان و فولاد در بورس,0
1402/07/03,شانتاژ به‌سبک ذی‌نفعانِ بورس کالا/ سرکوب انتقاد تولیدکنندگان پایین‌دستی از سازوکار تورمی و ضدتولید بورس کالا، ذینفع افزایش نرخ تسعیر ارز پتروشیمی/ درآمد افزایش قیمت ۷۰ درصد محصولات پتروشیمی کجا مصرف می‌شود؟ افزایش نرخ سود بین‌بانکی در هفته پایانی شهریور+ جدول جزئیات شکسته شدن طلسم صدور مجوز کارگزاری‌ها پس از ۱۳ سال,0
1402/07/04,گزارش روزانه بورس ۴ مهر/ کانال ۲ میلیون و۱۰۰ هزار واحدی از دست رفت تبدیل بورس کالا از محلی برای شفافیت به محفلی برای دستکاری و مهندسی بازار دستور رئیس‌جمهور برای کاهش قیمت سیمان و فولاد/ تدبیر بورس کالا برای کاهش قیمت چیست؟,0
1402/07/05,شاخص کل بورس ۲۴۹ واحد رشد کرد خاندوزی: واردات خودرو تسریع می‌شود/ موافق عرضه سیمان و فولاد در بورس هستم ۴۲میلیون سهامدار ۵۱هزار میلیارد تومان سود دریافت کردند,1
1402/07/09,"آیا اعلام منتفی شدن خروج سیمان و فولاد از بورس مسئولیت رئیس سازمان بورس است؟ گزارش روزانه بورس ۹ مهر/ روند ریزشی ادامه دار بازار سرمایه افزایش شدید قیمت فولاد در بورس کالا برخلاف رویه بازارهای جهانی+ نمودار عشقی: خروج سیمان و فولاد از بورس کالا منتفی شده/ ایرادات رفع می‌شود اعلام میزان سرمایه‌گذاری صندوق‌های سرمایه‌گذاری ""در سهام"" و ""مختلط""",0
1402/07/10,نقش شرکت‌های زیرمجموعه فولادی‌ها در قیمت‌سازی با استفاده از سازوکار بورس تلاش ناکام برای تخریب نظریه اصلاح سازوکار قیمتی در بورس کالا/ قادری: درگیر حاشیه‌سازی‌ها نشوید وزارت اقتصاد: تیم اقتصادی دولت در موضوع مسکن اختلاف راهبردی ندارند افزایش قیمت مصالح و ممانعت از ریزش قیمت مسکن با سیگنال دهی بورس کالا جزئیات آغاز به‌کار «بازار توافقی» فرابورس اعلام شد تدوین دستورالعمل تاسیس و فعالیت، گامی مهم در شفاف‌سازی صدور مجوز صندوق‌ها,1
1402/07/12,گزارش روزانه بورس ۱۲ مهر/رشد جزئی شاخص کل منتقدان بورس کالا چه می‌گویند؟ انجمن شرکت‌های راهسازی: برای خرید مصالح از بورس مشکل داریم/ مافیای سرمایه عامل گرانی مصالح ساختمانی در بورس بازار سرمایه در رکود/ هم پوشانی نوسانات شاخص کل با نوسانات نرخ ارز ۳برابرشدن دلالی با عرضه سیمان و فولاد در بورس/ سیمان و فولاد چگونه به دست دلالان می‌رسد؟,1
1402/07/15,مصرف‌کنندگان غیرواقعی بازار سیمان و فولاد را بهم ریخته‌اند/ کاهش قیمت مصالح ساختمانی با اصلاح بورس شاخص بورس۱۶ هزار و ۸۶۴ واحد کاهش یافت تعیین تکلیف سهام عدالت به محض مشخص شدن سود/ پیش‌بینی عشقی از ثبات بازار سرمایه تا پایان سال تداوم سکوت دولت در خصوص عقب نشینی از تثبیت ارزی در بورس کالا,0
1402/07/16,کاهش ۵۱ هزار واحدی شاخص بورس در معاملات امروز «بورس‌بان» راه اندازی شد/ عشقی: علت جهش قیمت سیمان در سال۱۴۰۰ کاهش شدید تولید بود جریمه ۱۰میلیون تا ۱میلیارد تومانی در انتظار متخلفان بورسی ۳.۵ میلیون سهامدار، در دو هفته ۴.۳ هزار میلیارد تومان سود گرفتند,0
1402/07/17,رشد ۲۱ درصدی احراز هویت سهامداران در سامانه سجام,1
1402/07/19,مصباحی مقدم: بیمه سهام کمک شایانی به سهامداران کرد بازار سرمایه بهترین مسیر برای توسعه اقتصاد کشور است عبور ارزش معاملات بازار فیزیکی از ۴۴۳ هزار میلیارد ریال در تابستان ۱۴۰۲,1
1402/07/22,افزایش جزئی نرخ بهره بین بانکی+جدول افت ۱۸ هزار و ۲۹۰ واحدی شاخص بورس در معاملات امروز کاهش شدید حجم معاملات الگوریتمی در بازار سرمایه,0
1402/07/23,رشد ۴۹۶ واحدی شاخص بورس در معاملات امروز فراخوان دریافت نظرات اهالی بازار سرمایه در خصوص معاملات سلف استاندارد,1
1402/07/24,گله رئیس سازمان بورس از عدم برخورد با یک پرونده تخلف بورسی تزریق ۱۰۰۰ میلیارد تومان پول جدید با مصوبه هییت عامل صندوق توسعه ملی کمک ۱۰۰۰ میلیارد تومانی صندوق توسعه ملی به بورس,1
1402/07/25,اعلام جزئیات سفارش‌های الگوریتمی بورس در سال جاری,1
1402/07/26,شارژ هزار میلیارد تومانی بورس، انحراف از اهداف صندوق توسعه ملی؟ وزارت اقتصاد: از چاله رکود خارج شده ایم,0
1402/07/29,کاهش جزئی نرخ سود بین بانکی+جدول,1
1402/07/30,گزارش روزانه بورس۳۰ مهر/ سبز کم رنگ در تابلوی بورس تهران پیامک‌ ثبت نام برای جاماندگان یا واریز سود سهام عدالت جعلی است,1
1402/08/02,آغاز انتقال سهام عدالت متوفیان به وراث از چند روز آینده شاخص کل در آستانه از دست دادن کانال ۲ میلیون واحدی,0
1402/08/03,گزارش روزانه بورس ۳ آبان/ بندبازی شاخص کل بورس در لبه ۲ میلیون واحد,1
1402/08/06,کاهش ۵۰ هزار و ۸۵۶ واحدی شاخص بورس در روز اول هفته تلاش دشمن برای القای کمبود کالا و گرانی ارز/ خاندوزی: در برابر حملات روانی به اقتصاد آسیب پذیریم رویکرد فولادسازان به تولید مسکن ضربه می‌زند/ شرط کاهش ۴۰ درصدی قیمت مسکن ملی نرخ سود بین‌بانکی ۲۳.۷۱درصد شد + جدول کاهش ۲۵ هزار واحدی شاخص کل در آغاز معاملات امروز,0
1402/08/07,واریز ۴۰۰میلیاردی صندوق توسعه ملی به حساب بورس طی امروز گزارش روزانه بورس ۷ آبان/ احیای بازار پس از ریزش سنگین هیجان جنگ فلسطین در بازار سرمایه زودگذر است,1
1402/08/08,انتشار صورتهای مالی ۱۰۰۰ شرکت دولتی در راستای نظارت ۸۵ میلیونی قیمت گذاری سیمان و فولاد به شورای رقابت واگذار می شود؟ دعوت از فعالان بازار سرمایه به ارائه نظرات و پیشنهادهای خود در خصوص بودجه ۱۴۰۳ سهام تودلی و چرخه‌ای ایران خودرو و سایپا واگذار می‌شود,1
1402/08/09,ایده عرضه سیمان و فولاد در تالار اختصاصی/ تعیین قیمت بدون رقابت گزارش روزانه بورس ۹ آبان/ ارزش معاملات در مدار نزول جزئیات آخرین اقدامات پیشگیرانه مدیریت نظارت بر بورس‌ها ۱۸۳ شرکت سودده‌تر شده‌اند/ شناسایی شرکت‌های مشمول انتشار صورت‌های مالی کامل می‌شود سامانه انتقال سهام متوفیان سهام عدالت به وراث آماده رونمایی شد/ طلسم ۱۸ ساله شکسته می‌‍شود,0
1402/08/10,موافقت هیات واگذاری با اختصاص درصدی از سهام سرخابی‌ها به کارکنان,0
1402/08/13,رشد ۲۸ هزار و ۶۸۸ واحدی شاخص کل بورس در معاملات امروز ادامه روند نزولی نرخ سود بین‌بانکی+جدول,1
1402/08/14,بررسی مشکلات تولید در بازار سرمایه با حضور عشقی,1
1402/08/15,رشد ۱۴ هزار و ۱۴۳ واحدی شاخص بورس در معاملات امروز,1
1402/08/16,جزئیات انتقال سهام عدالت متوفیان به وراث تا پایان سال + جدول زمان بندی انتقال سهام به وراث شکستن رکورد ۲ ماهه ارزش معاملات/ رالی صعودی بورس شروع می‌شود؟ گزارش روزانه بورس ۱۶ آبان/ رشد ۲۱ هزار واحدی شاخص و ورود پول حقیقی ها,1
1402/08/17,گزارش روزانه بورس ۱۶ آبان/ رشد ۳ هزار و ۳۰۰ واحدی شاخص در معاملات امروز اضافه شدن ۲ بانک به فرایند انتقال سهام عدالت متوفیان + جدول زمان بندی انتقال,1
1402/08/20,کار ویژه اصلی صندوقهای سرمایه گذاری؛ توسعه تامین سرمایه از معادن تا صنایع غذایی نرخ سود بین‌بانکی کاهشی شد+جدول حذف سقف ۱۰۰ میلیون تومانی واریز وجه در سامانه‌های معاملاتی بورس,0
1402/08/21,واریز هزار میلیارد تومان سود به حساب سهامداران در هفته سوم آبان گزارش روزانه بورس ۲۱ آبان/ درجا زدن شاخص کل در روز رشد شاخص هم وزن,0
1402/08/22,افزایش ۲ هزار و ۳۳۰ واحدی شاخص بورس در معاملات امروز نرخ خوراک گاز پتروشیمی‌ها در نیمه اول سال اعلام شد عرضه اولیه یک شرکت معدنی در روز چهارشنبه,1
1402/08/23,گزارش روزانه بورس ۲۳ آبان/ ریزش ۱۰ هزار واحدی شاخص کل,0
1402/08/24,گزارش روزانه بورس ۲۴ آبان/ پایان هفته با چراغ قرمز جزئیات تخلفات معاملات باطل شده دیروز یک نماد بورسی اعلام شود اجاره نمایشگاه‌ بین‌المللی به اتاق تعاون؟ فرابورس ایران امروز عرضه اولیه دارد اصلاح دستورالعمل‌ حاکمیت شرکتی، راهی برای بازگرداندن اعتماد به بازار سرمایه,0
1402/08/27,نرخ سود بین بانکی افزایش یافت حمایت سازمان بورس از تولید آثار هنری با مضامین بورسی سهام‌یار و اوراق تبعی؛ دو اقدام مثبت برای حمایت از سهامداران,0
1402/08/28,گزارش روزانه بورس ۲۸ آبان/ رکود بورس ادامه دارد شکایت بانک‌ها به دولت؛ جریمه ۲۶هزار میلیاردی غیرقانونی است احتمال ابطال رای جریمه ۲۶ هزار میلیارد تومانی بانک‌ها در دیوان عدالت اداری,0
1402/08/29,افزایش ۶۰ درصدی متوسط دارایی ۱۰۰۰ شرکت دولتی و عمومی در سال گذشته,0
1402/08/30,گزارش روزانه بورس ۳۰ آبان/ افت دوباره ارزش معاملات جزئیات تقسیم دارایی سهام عدالت متوفیان/ انحصار وراثت سهام عدالت رایگان است,1
1402/09/01,گزارش روزانه بورس ۱ آذر/ رشد ۲ هزار واحدی شاخص کل,1
1402/09/04,مردم با ابزارهای جدید بازار سرمایه مدیر پروژه‌های نیمه تمام دولتی می‌شوند کاهش جزئی نرخ سود بین بانکی+جدول,0
1402/09/07,پرداخت سود سهام عدالت در آذرماه/ اختصاص سهام عدالت به ۶ میلیون مشمول جدید شرط بازگشت بازار سرمایه به روال عادی؛ ناترازی بانک‌ها باید رفع شود افزایش انگیزه سهامداری با دو تصمیم سازمان بورس,1
1402/09/08,رشد ۲۸ هزار واحدی شاخص بورس در معاملات امروز تجدید ارزیابی دارایی شرکت‌ها به رشد بازار سرمایه کمک می‌کند واریز سود ۶۰۰هزار تا ۱.۲میلیون تومانی سهام عدالت تا شب یلدا,1
1402/09/12,جریمه نقدی و سلب صلاحیت مدیران یک ناشر بورسی اسامی ۶ شرکتی که سود سهام عدالت را واریز نکردند اعلام شد گزارش روزانه بورس ۱۲ آذر/مقاومت ۲ میلیون و ۱۰۰ واحدی شکست,1
1402/09/14,لزوم انتشار صورت های مالی شهرداری ها و بنیاد های خیریه برای اطلاع مردم تمامی خدمات مربوط به سهام عدالت رایگان است,1
1402/09/15,آخرین جزییات تخصیص سهام عدالت به مشمولان جدید/ ۳.۹ میلیون نفر سهام می‌گیرند گزارش روزانه بورس ۱۵ آذر/ توقف رشد شاخص کل در روز آخرهفته درخواست بورس برای معافیت مالیاتی تجدید ارزیابی طبقه سرمایه‌گذاری بلندمدت ارجاع پرونده فروش غیرقانونی سهام چند هتل و بیمارستان، به واحد حقوقی سازمان بورس,0
1402/09/18,معاون سازمان برنامه و بودجه: رشد مالیات از فراریان مالیاتی اخذ می‌شود افت ۱۰ هزار واحدی شاخص بورس در نخستین روز معاملات هفته,0
1402/09/19,گزارش روزانه بورس ۱۹ آذر/ درجا زدن شاخص کل در روز رشد شاخص هم وزن,1
1402/09/20,شماره شبای ۱ میلیون سهامدار سهام عدالت نامعتبر است آخرین خبرها از پرداخت سود سهام عدالت/ اختصاص سهام عدالت به نوزادان مطرح نیست ۱۳۰هزار میلیارد تومان، ارزش املاک مازاد شناسایی‌شده دولت نقش صندوق‌های بازنشستگی تکمیلی ‌در تضمین آتیه کارکنان واریز بیش از ۷۳۰ میلیارد تومان سود مجامع به حساب سهامداران,1
1402/09/22,گزارش روزانه بورس ۲۲ آذر/ هفته ی کم فروغ بورس به پایان رسید واریز مرحله اول سود سهام عدالت از فردا پنجشنبه محکومیت کیفری گرداننده یک کانال تلگرامی بورسی انتشار آگهی واگذاری ۵۱ درصد سرخابی‌ها دو روز مانده به شهرآورد,0
1402/09/25,"افزایش جزئی نرخ سود بین بانکی+جدول مزایده بلوک ۵۱درصدی پرسپولیس ۱۲ دی‌ماه برگزار می‌شود +جزئیات عرضه ۳۸ ملک دولت در بورس + جزئیات زمان و جزئیات عرصه بلوک ۵۱ درصدی ""استقلال"" اعلام شد",1
1402/09/27,رشد ۳۶ هزار واحدی شاخص بورس در معاملات امروز منافع سهامداران خرد در سیاست های اقتصادی کشور باید مد نظر قرار گیرد جزئیات واگذاری بلوک ۵۱درصدی سرخابی‌ها/ وزارت اقتصاد: در اهلیت‌سنجی خریدار سخت‌گیری می‌کنیم تجدید ارزیابی دارایی‌ها، مسیر مناسب خروج خودروسازان از زیان بازگشت اعتماد به بازار سرمایه در برنامه هفتم توسعه,1
1402/10/02,تغییر نحوه محاسبه قیمت سیمان در بورس کالا/ کاهش قیمت پایه با کاهش تقاضا بهبود سودآوری صنایع بورسی با افزایش نرخ تسعیر ارز,0
1402/10/03,گزارش روزانه بورس ۳ دی/ بازگشت بورس به روزهای رکودی افزایش نرخ سود بین بانکی/ نرخ سود ۲۳.۵۵ درصد شد,0
1402/10/05,گزارش روزانه بورس ۵ دی/ ریزش ۱۵ هزار واحدی شاخص کل تاثیرپذیری مثبت بازار سرمایه از ارز تک نرخی,0
1402/10/09,ورود بورس به مشکلات اساسی ایران خودرو و سایپا واگذاری سهام پرسپولیس و استقلال به ۲۶ دی موکول شد افزایش نرخ سود بین بانکی برای سومین هفته متوالی+جدول بلوک ۵۱ درصدی سرخابی‌ها خواستگار نداشت هشدار سازمان بورس در خصوص کلاهبرداری از طریق جعل مجوزها,1
1402/10/10,گزارش روزانه بورس ۱۰ دی/ بورس صعود روز گذشته را پس گرفت,0
1402/10/12,جزئیات طرح واریز خسارت به سهامداران بورسی/ ۱۱۶۸۲ نفر مشمول شدند,0
1402/10/13,مالیات‌ستانی از نقل‌وانتقال سهام غیربورسی برخط شد اسامی متخلفان بورسی برای نخستین بار منتشر شد,0
1402/10/16,کاهش محسوس نرخ سود بین بانکی+جدول تامین مالی ۸۷۰۰ میلیارد تومانی دولت از محل فروش اوراق زنگ برگزاری مجامع شرکت‌های سرمایه گذاری سهام عدالت نواخته شد,0
1402/10/17,شرایط عضویت در هیات مدیره شرکت‌های استانی سهام عدالت اعلام شد رشد ۱۱۰۰ واحدی شاخص بورس در معاملات امروز رشد ۱۱ درصدی ارزش معاملات فرابورس,1
1402/10/18,"گزارش روزانه بورس ۱۸ دی/ بند بازی شاخص کل در میانه کانال ۲ میلیون و ۱۰۰ هزار واحدی بودجه ۱۴۰۳ ""بورس"" را تضعیف می‌کند؟/ وزارت اقتصاد: بودجه سیگنال منفی به بازار نداده",0
1402/10/20,عرضه ۴۵ ملک دولتی در بورس+قیمت و شرایط وزارت اقتصاد: دولت هرگز اجازه تکرار اتفاقات سال ۹۹ را در بورس نخواهد داد چراغ مولدسازی املاک دولت در بورس کالا روشن شد,1
1402/10/23,کاهش نرخ سود بین بانکی برای دومین هفته متوالی+جدول جزئیات تصمیمات هیئت واگذاری درخصوص سهام چند شرکت دولتی تأمین مالی ۱۶۵ همتی دولت از محل فروش اوراق رکورد هفتگی معاملات گواهی سپرده شمش طلا شکسته شد,1
1402/10/24,مجمع سرمایه‌گذاری استان زنجان ۳۰ بهمن برگزار می‌شود شاخص کل بورس به مرز ۲ میلیون و ۲۰۰ هزار واحد رسید,1
1402/10/25,واکنش بورس کالا به تصمیم طلایی بانک مرکزی؛ معاملات بازارهای اوراق بهادار مبتنی بر طلا ادامه می‌یابد گزارش روزانه بورس ۲۵ دی/ صندوق های طلایی قرمز پوش شدند,0
1402/10/26,کاهش بیش از ۸ هزار واحدی شاخص بورس تهران در معاملات امروز ۱۷۴۰ میلیارد تومان سود به حساب سهامداران واریز شد,0
1402/10/30,افزایش نرخ بهره بین‌بانکی + جدول بلوک ۵۱درصدی سرخابی‌ها باز هم خواستگار نداشت,0
1402/11/02,رئیس خصوصی‌سازی، استاندار شد؛ مولدسازی باز هم در کما,0
1402/11/03,افت ۲۶ هزار و ۵۲۷ واحدی شاخص بورس در معاملات امروز,0
